0	чувствительность границы путей артефактов	Python 3.14.3
0	однозначность списка артефактов	Python 3.14.3
0	чувствительность однозначности артефактов	Python 3.14.3
0	хеш-цепочка журнала	Python 3.14.3
0	аудит криптографической подписи журнала	Python 3.14.3
0	чувствительность аудита подписи журнала	Python 3.14.3
0	область действия подписи журнала	Python 3.14.3
0	чувствительность области действия подписи	Python 3.14.3
1	цепочка живого журнала	Python 3.14.3
0	порог множественности: два пути	Python 3.14.3
0	предпосылка независимости	Python 3.14.3
1	аудит предпосылки независимости	Python 3.14.3
0	чувствительность общего M_eff	Python 3.14.3
0	аудит общего M_eff	Python 3.14.3
0	контракт χ²/dof	Python 3.14.3
0	повторное построение χ²/dof	Python 3.14.3
0	смысл χ²/dof и dof	Python 3.14.3
1	смысл χ²/dof и dof на корпусе	Python 3.14.3
0	чувствительность шаровой арифметики Arb	Python 3.14.3
0	аудит шаровой арифметики Arb	Python 3.14.3
0	проверяемый снимок	Python 3.14.3
1	контракт архива скила	Python 3.14.3
0	сборка архива скила: список исключений	Python 3.14.3
0	статистика измерителя	Python 3.14.3
0	статистика стоимости цепочки	Python 3.14.3
2	интеграционные тесты оболочки	Python 3.14.3
1	чувствительность запрета exact_gue	Python 3.14.3
4	запрет метки exact_gue на 0,4220	Python 3.14.3
0	чувствительность охвата гейта	Python 3.14.3
0	охват скриптов гейта снимком	Python 3.14.3
0	классификатор токенов срыва	Python 3.14.3
0	очередь межплатформенных прогонов	Python 3.14.3
0	согласованность очереди повторов	Python 3.14.3
0	протокол BBLM: перечень недостающего	Python 3.14.3
0	параметры высоты BBLM	Python 3.14.3
1	элементы протокола BBLM	Python 3.14.3
0	чувствительность сторожа внешних целей	Python 3.14.3
0	разметка внешних сверок	Python 3.14.3
0	чувствительность типа неопределённости	Python 3.14.3
0	тип неопределённости внешних сверок	Python 3.14.3
1	чувствительность согласованности единиц	Python 3.14.3
0	согласованность единиц внешних сверок	Python 3.14.3
0	чувствительность сторожа происхождения	Python 3.14.3
0	происхождение сверки зета	Python 3.14.3
0	контроль тавтологии observed/reference	Python 3.14.3
0	чувствительность прямого повтора рецепта	Python 3.14.3
0	аудит прямого повтора рецепта	Python 3.14.3
1	чувствительность происхождения паспорта zeta	Python 3.14.3
4	происхождение наблюдаемого паспорта zeta	Python 3.14.3
0	чувствительность неоднозначности рецепта zeta	Python 3.14.3
5	неоднозначность рецепта zeta	Python 3.14.3
0	чувствительность фрагментов источника	Python 3.14.3
0	фрагменты источника реестра	Python 3.14.3
0	чувствительность границы путей источника	Python 3.14.3
0	граница путей источников реестра	Python 3.14.3
1	чувствительность происхождения статуса	Python 3.14.3
0	происхождение статуса в реестре	Python 3.14.3
0	чувствительность контракта доклада	Python 3.14.3
0	контракт последнего доклада	Python 3.14.3
0	исторический аудит формы докладов	Python 3.14.3
0	чувствительность происхождения артефактов доклада	Python 3.14.3
0	происхождение артефактов доклада	Python 3.14.3
0	чувствительность дайджеста артефактов доклада	Python 3.14.3
1	дайджест содержимого артефактов доклада	Python 3.14.3
0	чувствительность формы машинной сути	Python 3.14.3
2	чувствительность сторожа диска	Python 3.14.3
1	ресурс песочницы и утечка фикстур	Python 3.14.3
0	чувствительность учёта элементов BBLM	Python 3.14.3
0	учёт BBLM: один источник истины	Python 3.14.3
1	чувствительность сторожа формы и масштаба BBLM	Python 3.14.3
0	аудит формы и масштаба BBLM	Python 3.14.3
0	чувствительность вывода коэффициентов BBLM	Python 3.14.3
0	машинный вопрос вывода коэффициентов BBLM	Python 3.14.3
0	чувствительность согласованности статусов BBLM	Python 3.14.3
0	согласованность статусов BBLM	Python 3.14.3
0	конечность чисел машинных отчётов	Python 3.14.3
0	чувствительность конечности чисел	Python 3.14.3
0	типы числовых полей машинных отчётов	Python 3.14.3
1	чувствительность типов числовых полей	Python 3.14.3
0	словарь статусов машинных отчётов	Python 3.14.3
0	чувствительность словаря статусов	Python 3.14.3
0	однозначность ключей машинных отчётов	Python 3.14.3
0	чувствительность однозначности ключей	Python 3.14.3
0	чувствительность линтера переносимости	Python 3.14.3
1	переносимость: кодировки и python3	Python 3.14.3
0	чувствительность сторожа неохваченных конструкций	Python 3.14.3
0	аудит неохваченных конструкций кейсов	Python 3.14.3
0	полнота ОС-матрицы	Python 3.14.3
0	неподвижная точка проверок	Python 3.14.3
1	чувствительность сторожа синхронности	Python 3.14.3
0	чувствительность сторожа содержательности	Python 3.14.3
0	повторы сути в исторических докладах	Python 3.14.3
0	чувствительность сторожа новизны цели	Python 3.14.3
1	повторы внешних целей против признанного долга	Python 3.14.3
